reporting_year,lea_code,lea_name,school_code,school_name,sbe_region,grade_span,title_1,missed_days,subgroup,spg_grade,spg_score,ach_score,eg_score,eg_status,eg_index,rd_spg_grade,rd_spg_score,rdgs_ach_score,rd_eg_score,rd_eg_status,rd_eg_index,ma_spg_grade,ma_spg_score,mags_ach_score,ma_eg_score,ma_eg_status,ma_eg_index,aaa_score,scgs_score,elp_score,cgrs_score,bi_score,awa_score,mcr_score,asm_option,k2_feeder,use_3yr,use_alt_weight
2019,010,Alamance-Burlington Schools,010303,ABSS Early College at ACC,Piedmont-Triad,09-13,,1,ALL,A,88,90.4,80.3,Met,0.15,N/A,,,,,,N/A,,,,,,84.2,,,,>95,87.2,>95,,,,
2019,010,Alamance-Burlington Schools,010303,ABSS Early College at ACC,Piedmont-Triad,09-13,,1,AMIN,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010303,ABSS Early College at ACC,Piedmont-Triad,09-13,,1,ASIA,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010303,ABSS Early College at ACC,Piedmont-Triad,09-13,,1,BLCK,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010303,ABSS Early College at ACC,Piedmont-Triad,09-13,,1,HISP,B,71,70.6,,,,N/A,,,,,,N/A,,,,,,70.6,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010303,ABSS Early College at ACC,Piedmont-Triad,09-13,,1,MULT,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010303,ABSS Early College at ACC,Piedmont-Triad,09-13,,1,WHTE,A,88,90.6,79.6,Met,-0.07,N/A,,,,,,N/A,,,,,,90.6,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010303,ABSS Early College at ACC,Piedmont-Triad,09-13,,1,EDS,B,78,77.4,81.7,Met,0.68,N/A,,,,,,N/A,,,,,,77.4,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010303,ABSS Early College at ACC,Piedmont-Triad,09-13,,1,ELS,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010303,ABSS Early College at ACC,Piedmont-Triad,09-13,,1,SWD,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010304,Alexander Wilson Elementary,Piedmont-Triad,PK-05,,1,ALL,C,63,59.7,76.6,Met,-0.68,C,61,55.6,82.8,Met,1.13,C,67,64.1,77.9,Met,-0.42,59.9,57.9,62.5,,,,,,,,
2019,010,Alamance-Burlington Schools,010304,Alexander Wilson Elementary,Piedmont-Triad,PK-05,,1,AMIN,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010304,Alexander Wilson Elementary,Piedmont-Triad,PK-05,,1,ASIA,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010304,Alexander Wilson Elementary,Piedmont-Triad,PK-05,,1,BLCK,C,61,57.1,75.9,Met,-0.82,N/A,,,,,,N/A,,,,,,57.1,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010304,Alexander Wilson Elementary,Piedmont-Triad,PK-05,,1,HISP,C,56,48.9,83.6,Met,1.44,N/A,,,,,,N/A,,,,,,45.2,,61.4,,,,,,,,
2019,010,Alamance-Burlington Schools,010304,Alexander Wilson Elementary,Piedmont-Triad,PK-05,,1,MULT,B,72,71.9,,,,N/A,,,,,,N/A,,,,,,71.9,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010304,Alexander Wilson Elementary,Piedmont-Triad,PK-05,,1,WHTE,C,66,64.5,73.4,Met,-1.32,N/A,,,,,,N/A,,,,,,65.1,61.8,,,,,,,,,
2019,010,Alamance-Burlington Schools,010304,Alexander Wilson Elementary,Piedmont-Triad,PK-05,,1,EDS,D,51,43.6,78.2,Met,-0.35,N/A,,,,,,N/A,,,,,,42.9,34.5,60.5,,,,,,,,
2019,010,Alamance-Burlington Schools,010304,Alexander Wilson Elementary,Piedmont-Triad,PK-05,,1,ELS,C,57,50,84.9,Met,1.96,N/A,,,,,,N/A,,,,,,44.6,,62.5,,,,,,,,
2019,010,Alamance-Burlington Schools,010304,Alexander Wilson Elementary,Piedmont-Triad,PK-05,,1,SWD,F,12,11.9,,,,N/A,,,,,,N/A,,,,,,11.9,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010308,Altamahaw-Ossipee Elementary,Piedmont-Triad,0K-05,,1,ALL,C,67,62.5,84,Met,1.62,C,62,56.7,82.5,Met,1.01,C,69,65.9,82.8,Met,1.14,61.3,70.1,,,,,,,,,
2019,010,Alamance-Burlington Schools,010308,Altamahaw-Ossipee Elementary,Piedmont-Triad,0K-05,,1,AMIN,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010308,Altamahaw-Ossipee Elementary,Piedmont-Triad,0K-05,,1,ASIA,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010308,Altamahaw-Ossipee Elementary,Piedmont-Triad,0K-05,,1,BLCK,D,41,31.6,80.5,Met,0.22,N/A,,,,,,N/A,,,,,,31.6,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010308,Altamahaw-Ossipee Elementary,Piedmont-Triad,0K-05,,1,HISP,C,56,49.2,82.9,Met,1.19,N/A,,,,,,N/A,,,,,,49.2,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010308,Altamahaw-Ossipee Elementary,Piedmont-Triad,0K-05,,1,MULT,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010308,Altamahaw-Ossipee Elementary,Piedmont-Triad,0K-05,,1,WHTE,B,75,72.4,83.7,Met,1.49,N/A,,,,,,N/A,,,,,,70.9,82.5,,,,,,,,,
2019,010,Alamance-Burlington Schools,010308,Altamahaw-Ossipee Elementary,Piedmont-Triad,0K-05,,1,EDS,D,54,47.1,81.6,Met,0.64,N/A,,,,,,N/A,,,,,,45.7,54.7,,,,,,,,,
2019,010,Alamance-Burlington Schools,010308,Altamahaw-Ossipee Elementary,Piedmont-Triad,0K-05,,1,ELS,D,42,31.5,82.3,Met,0.92,N/A,,,,,,N/A,,,,,,31.5,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010308,Altamahaw-Ossipee Elementary,Piedmont-Triad,0K-05,,1,SWD,F,25,11.5,81.4,Met,0.58,N/A,,,,,,N/A,,,,,,11.5,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010310,Broadview Middle,Piedmont-Triad,06-08,Y,1,ALL,F,34,28.9,55.7,NotMet,-6.53,D,41,32.9,74.2,Met,-1.15,F,30,23.2,55.8,NotMet,-6.52,28.1,41.3,11,,,,,,,,
2019,010,Alamance-Burlington Schools,010310,Broadview Middle,Piedmont-Triad,06-08,Y,1,AMIN,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010310,Broadview Middle,Piedmont-Triad,06-08,Y,1,ASIA,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010310,Broadview Middle,Piedmont-Triad,06-08,Y,1,BLCK,F,28,19.1,62.1,NotMet,-3.58,N/A,,,,,,N/A,,,,,,18.3,24.1,,,,,,,,,
2019,010,Alamance-Burlington Schools,010310,Broadview Middle,Piedmont-Triad,06-08,Y,1,HISP,F,38,33.3,57.7,NotMet,-5.36,N/A,,,,,,N/A,,,,,,33.2,48.9,11.2,,,,,,,,
2019,010,Alamance-Burlington Schools,010310,Broadview Middle,Piedmont-Triad,06-08,Y,1,MULT,D,40,30.4,80.6,Met,0.27,N/A,,,,,,N/A,,,,,,30.4,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010310,Broadview Middle,Piedmont-Triad,06-08,Y,1,WHTE,D,43,36.6,70.2,Met,-1.95,N/A,,,,,,N/A,,,,,,36.6,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010310,Broadview Middle,Piedmont-Triad,06-08,Y,1,EDS,F,30,23.1,56.6,NotMet,-6.04,N/A,,,,,,N/A,,,,,,22.1,36.4,<5,,,,,,,,
2019,010,Alamance-Burlington Schools,010310,Broadview Middle,Piedmont-Triad,06-08,Y,1,ELS,F,34,26.3,66.1,NotMet,-2.77,N/A,,,,,,N/A,,,,,,28.6,32.2,11,,,,,,,,
2019,010,Alamance-Burlington Schools,010310,Broadview Middle,Piedmont-Triad,06-08,Y,1,SWD,F,22,9.8,70.1,Met,-1.98,N/A,,,,,,N/A,,,,,,8.4,20,,,,,,,,,
2019,010,Alamance-Burlington Schools,010311,Career and Technical Education Center,Piedmont-Triad,09-12,,1,ALL,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,Y,
2019,010,Alamance-Burlington Schools,010311,Career and Technical Education Center,Piedmont-Triad,09-12,,1,AMIN,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,Y,
2019,010,Alamance-Burlington Schools,010311,Career and Technical Education Center,Piedmont-Triad,09-12,,1,ASIA,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,Y,
2019,010,Alamance-Burlington Schools,010311,Career and Technical Education Center,Piedmont-Triad,09-12,,1,BLCK,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,Y,
2019,010,Alamance-Burlington Schools,010311,Career and Technical Education Center,Piedmont-Triad,09-12,,1,HISP,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,Y,
2019,010,Alamance-Burlington Schools,010311,Career and Technical Education Center,Piedmont-Triad,09-12,,1,MULT,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,Y,
2019,010,Alamance-Burlington Schools,010311,Career and Technical Education Center,Piedmont-Triad,09-12,,1,WHTE,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,Y,
2019,010,Alamance-Burlington Schools,010311,Career and Technical Education Center,Piedmont-Triad,09-12,,1,EDS,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,Y,
2019,010,Alamance-Burlington Schools,010311,Career and Technical Education Center,Piedmont-Triad,09-12,,1,ELS,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,Y,
2019,010,Alamance-Burlington Schools,010311,Career and Technical Education Center,Piedmont-Triad,09-12,,1,SWD,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,Y,
2019,010,Alamance-Burlington Schools,010312,Highland Elementary,Piedmont-Triad,0K-05,,1,ALL,B,70,69.3,73.1,Met,-1.37,C,63,62.7,66.6,NotMet,-2.67,B,73,71.2,82.3,Met,0.93,66.9,83.3,,,,,,,,,
2019,010,Alamance-Burlington Schools,010312,Highland Elementary,Piedmont-Triad,0K-05,,1,AMIN,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010312,Highland Elementary,Piedmont-Triad,0K-05,,1,ASIA,B,82,83.3,78.8,Met,-0.24,N/A,,,,,,N/A,,,,,,83.3,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010312,Highland Elementary,Piedmont-Triad,0K-05,,1,BLCK,C,58,52.8,77.7,Met,-0.46,N/A,,,,,,N/A,,,,,,52.8,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010312,Highland Elementary,Piedmont-Triad,0K-05,,1,HISP,C,56,51.1,76.6,Met,-0.67,N/A,,,,,,N/A,,,,,,51.1,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010312,Highland Elementary,Piedmont-Triad,0K-05,,1,MULT,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010312,Highland Elementary,Piedmont-Triad,0K-05,,1,WHTE,B,76,77.1,71.5,Met,-1.69,N/A,,,,,,N/A,,,,,,74.6,91.5,,,,,,,,,
2019,010,Alamance-Burlington Schools,010312,Highland Elementary,Piedmont-Triad,0K-05,,1,EDS,C,55,50,73.2,Met,-1.36,N/A,,,,,,N/A,,,,,,48.1,61.1,,,,,,,,,
2019,010,Alamance-Burlington Schools,010312,Highland Elementary,Piedmont-Triad,0K-05,,1,ELS,D,48,41.4,76.4,Met,-0.71,N/A,,,,,,N/A,,,,,,41.4,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010312,Highland Elementary,Piedmont-Triad,0K-05,,1,SWD,F,29,17.1,77.6,Met,-0.47,N/A,,,,,,N/A,,,,,,17.1,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010320,E M Yoder Elementary,Piedmont-Triad,PK-05,,1,ALL,B,70,68.2,75.6,Met,-0.87,C,64,61.1,76.3,Met,-0.73,C,69,67.1,77.3,Met,-0.54,64.1,92.9,,,,,,,,,
2019,010,Alamance-Burlington Schools,010320,E M Yoder Elementary,Piedmont-Triad,PK-05,,1,AMIN,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010320,E M Yoder Elementary,Piedmont-Triad,PK-05,,1,ASIA,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010320,E M Yoder Elementary,Piedmont-Triad,PK-05,,1,BLCK,D,53,46.6,76.8,Met,-0.63,N/A,,,,,,N/A,,,,,,46.6,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010320,E M Yoder Elementary,Piedmont-Triad,PK-05,,1,HISP,C,62,57.1,81.9,Met,0.79,N/A,,,,,,N/A,,,,,,57.1,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010320,E M Yoder Elementary,Piedmont-Triad,PK-05,,1,MULT,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010320,E M Yoder Elementary,Piedmont-Triad,PK-05,,1,WHTE,B,75,74.4,75.8,Met,-0.84,N/A,,,,,,N/A,,,,,,70.5,>95,,,,,,,,,
2019,010,Alamance-Burlington Schools,010320,E M Yoder Elementary,Piedmont-Triad,PK-05,,1,EDS,D,52,45.1,77.6,Met,-0.47,N/A,,,,,,N/A,,,,,,45.1,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010320,E M Yoder Elementary,Piedmont-Triad,PK-05,,1,ELS,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010320,E M Yoder Elementary,Piedmont-Triad,PK-05,,1,SWD,F,26,26.1,,,,N/A,,,,,,N/A,,,,,,26.1,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,1,ALL,C,67,68.1,64.5,NotMet,-3.09,N/A,,,,,,N/A,,,,,,55.2,,,83.2,67.8,60.8,87,,,,
2019,010,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,1,AMIN,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,1,ASIA,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,1,BLCK,C,59,55.5,71.2,Met,-1.75,N/A,,,,,,N/A,,,,,,39.7,,,76.8,52.5,40.7,84.5,,,,
2019,010,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,1,HISP,C,67,62.3,83.3,Met,1.33,N/A,,,,,,N/A,,,,,,50.5,,,79.5,61,56.7,81.3,,,,
2019,010,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,1,MULT,C,57,52.6,75.4,Met,-0.92,N/A,,,,,,N/A,,,,,,52.6,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,1,WHTE,B,72,74.7,62.8,NotMet,-3.44,N/A,,,,,,N/A,,,,,,63.9,,,86.6,74.7,68.2,89.6,,,,
2019,010,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,1,EDS,C,56,52.7,67.1,NotMet,-2.57,N/A,,,,,,N/A,,,,,,36.7,,,67.3,55.8,51.5,80.8,,,,
2019,010,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,1,ELS,F,36,25,82.3,Met,0.95,N/A,,,,,,N/A,,,,,,25,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010324,Eastern Alamance High,Piedmont-Triad,09-12,,1,SWD,F,35,25.9,71.4,Met,-1.71,N/A,,,,,,N/A,,,,,,10.6,,,60,24.2,,,,,,
2019,010,Alamance-Burlington Schools,010326,Eastlawn Elementary,Piedmont-Triad,PK-05,Y,1,ALL,D,44,37.7,70.6,Met,-1.88,D,40,32.1,73.9,Met,-1.22,D,48,39.9,78.3,Met,-0.33,36,41.3,44,,,,,,,,
2019,010,Alamance-Burlington Schools,010326,Eastlawn Elementary,Piedmont-Triad,PK-05,Y,1,AMIN,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010326,Eastlawn Elementary,Piedmont-Triad,PK-05,Y,1,ASIA,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010326,Eastlawn Elementary,Piedmont-Triad,PK-05,Y,1,BLCK,F,39,32.2,67.2,NotMet,-2.56,N/A,,,,,,N/A,,,,,,31.1,38.9,,,,,,,,,
2019,010,Alamance-Burlington Schools,010326,Eastlawn Elementary,Piedmont-Triad,PK-05,Y,1,HISP,D,49,41.5,79.6,Met,-0.08,N/A,,,,,,N/A,,,,,,39.7,44.6,45.7,,,,,,,,
2019,010,Alamance-Burlington Schools,010326,Eastlawn Elementary,Piedmont-Triad,PK-05,Y,1,MULT,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010326,Eastlawn Elementary,Piedmont-Triad,PK-05,Y,1,WHTE,D,47,39.1,78.4,Met,-0.32,N/A,,,,,,N/A,,,,,,39.1,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010326,Eastlawn Elementary,Piedmont-Triad,PK-05,Y,1,EDS,F,39,31.8,68.7,NotMet,-2.25,N/A,,,,,,N/A,,,,,,29.8,37.3,40,,,,,,,,
2019,010,Alamance-Burlington Schools,010326,Eastlawn Elementary,Piedmont-Triad,PK-05,Y,1,ELS,D,45,36,83.2,Met,1.3,N/A,,,,,,N/A,,,,,,32,38.6,44,,,,,,,,
2019,010,Alamance-Burlington Schools,010326,Eastlawn Elementary,Piedmont-Triad,PK-05,Y,1,SWD,F,28,15.4,79.2,Met,-0.15,N/A,,,,,,N/A,,,,,,15.4,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010328,Edwin M Holt Elementary,Piedmont-Triad,0K-05,,1,ALL,B,72,68.1,87.8,Exceeded,3.15,C,68,64.6,81.7,Met,0.7,B,75,70.5,93,Exceeded,5.82,67.5,71,,,,,,,,,
2019,010,Alamance-Burlington Schools,010328,Edwin M Holt Elementary,Piedmont-Triad,0K-05,,1,AMIN,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010328,Edwin M Holt Elementary,Piedmont-Triad,0K-05,,1,ASIA,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010328,Edwin M Holt Elementary,Piedmont-Triad,0K-05,,1,BLCK,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010328,Edwin M Holt Elementary,Piedmont-Triad,0K-05,,1,HISP,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010328,Edwin M Holt Elementary,Piedmont-Triad,0K-05,,1,MULT,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010328,Edwin M Holt Elementary,Piedmont-Triad,0K-05,,1,WHTE,B,75,71.1,90.1,Exceeded,4.06,N/A,,,,,,N/A,,,,,,70.7,73.1,,,,,,,,,
2019,010,Alamance-Burlington Schools,010328,Edwin M Holt Elementary,Piedmont-Triad,0K-05,,1,EDS,D,53,45.1,86.7,Exceeded,2.69,N/A,,,,,,N/A,,,,,,45.1,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010328,Edwin M Holt Elementary,Piedmont-Triad,0K-05,,1,ELS,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010328,Edwin M Holt Elementary,Piedmont-Triad,0K-05,,1,SWD,F,29,14.9,85.1,Exceeded,2.06,N/A,,,,,,N/A,,,,,,14.9,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010340,Elon Elementary,Piedmont-Triad,0K-05,,1,ALL,C,65,59.4,88.7,Exceeded,3.51,C,62,56.5,81.6,Met,0.64,C,64,57.6,91.5,Exceeded,4.91,57.1,73.2,58.1,,,,,,,,
2019,010,Alamance-Burlington Schools,010340,Elon Elementary,Piedmont-Triad,0K-05,,1,AMIN,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010340,Elon Elementary,Piedmont-Triad,0K-05,,1,ASIA,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010340,Elon Elementary,Piedmont-Triad,0K-05,,1,BLCK,D,47,38.7,81.1,Met,0.45,N/A,,,,,,N/A,,,,,,38.7,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010340,Elon Elementary,Piedmont-Triad,0K-05,,1,HISP,D,52,44.6,80.5,Met,0.22,N/A,,,,,,N/A,,,,,,42.2,,56.7,,,,,,,,
2019,010,Alamance-Burlington Schools,010340,Elon Elementary,Piedmont-Triad,0K-05,,1,MULT,C,60,60,,,,N/A,,,,,,N/A,,,,,,60,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010340,Elon Elementary,Piedmont-Triad,0K-05,,1,WHTE,B,73,69.8,87.7,Exceeded,3.08,N/A,,,,,,N/A,,,,,,67.4,81.9,,,,,,,,,
2019,010,Alamance-Burlington Schools,010340,Elon Elementary,Piedmont-Triad,0K-05,,1,EDS,D,52,44.4,81.8,Met,0.74,N/A,,,,,,N/A,,,,,,42.3,59.6,,,,,,,,,
2019,010,Alamance-Burlington Schools,010340,Elon Elementary,Piedmont-Triad,0K-05,,1,ELS,D,46,37.6,81.5,Met,0.63,N/A,,,,,,N/A,,,,,,28.6,,58.1,,,,,,,,
2019,010,Alamance-Burlington Schools,010340,Elon Elementary,Piedmont-Triad,0K-05,,1,SWD,F,19,18.8,,,,N/A,,,,,,N/A,,,,,,18.8,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010346,B. Everett Jordan Elementary,Piedmont-Triad,0K-05,Y,1,ALL,D,50,45.6,67.5,NotMet,-2.49,D,49,44.1,67.3,NotMet,-2.54,D,46,39.1,74.6,Met,-1.08,41.6,67.2,,,,,,,,,
2019,010,Alamance-Burlington Schools,010346,B. Everett Jordan Elementary,Piedmont-Triad,0K-05,Y,1,AMIN,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010346,B. Everett Jordan Elementary,Piedmont-Triad,0K-05,Y,1,ASIA,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010346,B. Everett Jordan Elementary,Piedmont-Triad,0K-05,Y,1,BLCK,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010346,B. Everett Jordan Elementary,Piedmont-Triad,0K-05,Y,1,HISP,D,41,32.6,74.5,Met,-1.09,N/A,,,,,,N/A,,,,,,32.6,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010346,B. Everett Jordan Elementary,Piedmont-Triad,0K-05,Y,1,MULT,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010346,B. Everett Jordan Elementary,Piedmont-Triad,0K-05,Y,1,WHTE,C,57,53.3,69.6,NotMet,-2.08,N/A,,,,,,N/A,,,,,,48.2,79.1,,,,,,,,,
2019,010,Alamance-Burlington Schools,010346,B. Everett Jordan Elementary,Piedmont-Triad,0K-05,Y,1,EDS,D,40,32.3,70.3,Met,-1.94,N/A,,,,,,N/A,,,,,,29.5,48.6,,,,,,,,,
2019,010,Alamance-Burlington Schools,010346,B. Everett Jordan Elementary,Piedmont-Triad,0K-05,Y,1,ELS,F,35,24.1,80.1,Met,0.04,N/A,,,,,,N/A,,,,,,24.1,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010346,B. Everett Jordan Elementary,Piedmont-Triad,0K-05,Y,1,SWD,F,13,12.5,,,,N/A,,,,,,N/A,,,,,,12.5,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010347,Audrey W. Garrett Elementary,Piedmont-Triad,PK-05,Y,1,ALL,C,60,56.7,72.8,Met,-1.44,C,56,52.9,69.3,NotMet,-2.14,C,59,54.2,79.3,Met,-0.13,53.6,71.4,64.5,,,,,,,,
2019,010,Alamance-Burlington Schools,010347,Audrey W. Garrett Elementary,Piedmont-Triad,PK-05,Y,1,AMIN,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010347,Audrey W. Garrett Elementary,Piedmont-Triad,PK-05,Y,1,ASIA,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010347,Audrey W. Garrett Elementary,Piedmont-Triad,PK-05,Y,1,BLCK,D,46,39.6,70.6,Met,-1.88,N/A,,,,,,N/A,,,,,,39.6,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010347,Audrey W. Garrett Elementary,Piedmont-Triad,PK-05,Y,1,HISP,D,53,46.4,79.5,Met,-0.1,N/A,,,,,,N/A,,,,,,46.4,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010347,Audrey W. Garrett Elementary,Piedmont-Triad,PK-05,Y,1,MULT,C,61,61.1,,,,N/A,,,,,,N/A,,,,,,61.1,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010347,Audrey W. Garrett Elementary,Piedmont-Triad,PK-05,Y,1,WHTE,C,67,63.9,79.5,Met,-0.1,N/A,,,,,,N/A,,,,,,60.2,82.8,,,,,,,,,
2019,010,Alamance-Burlington Schools,010347,Audrey W. Garrett Elementary,Piedmont-Triad,PK-05,Y,1,EDS,D,52,46.3,73.9,Met,-1.22,N/A,,,,,,N/A,,,,,,42.9,63.8,,,,,,,,,
2019,010,Alamance-Burlington Schools,010347,Audrey W. Garrett Elementary,Piedmont-Triad,PK-05,Y,1,ELS,D,51,44,81.1,Met,0.47,N/A,,,,,,N/A,,,,,,37.2,,64.5,,,,,,,,
2019,010,Alamance-Burlington Schools,010347,Audrey W. Garrett Elementary,Piedmont-Triad,PK-05,Y,1,SWD,F,34,24.4,72,Met,-1.59,N/A,,,,,,N/A,,,,,,24.4,,,,,,,,,,
2019,010,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,1,ALL,C,56,51.3,75.3,Met,-0.93,N/A,,,,,,N/A,,,,,,35.5,,,68.7,36,46.7,83.9,,,,
2019,010,Alamance-Burlington Schools,010348,Graham High,Piedmont-Triad,09-12,,1,AMIN,I,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
